,ProteinID,126 Vert Med,127n Vert Med,127c Vert Med,128n Vert Med,128c Vert Med,129n Vert Med,batch_p_value,null_batch_p_value,1 vs 2,i_value,BH_value,Significant?,PepPerProt
584,YDR099W,282176.8156,267562.1343,288492.2656,236963.889,245606.2059,231304.5145,0.004804648,0.201030945,0.00514463,1706,0.009806438,TRUE,12
948,YER094C,283475.2022,289212.6673,272539.4796,228237.4798,229447.973,247972.2829,0.004813394,0.793588252,0.004439386,1707,0.009818534,TRUE,5
1196,YGL203C,591469.1325,597188.3775,231205.9252,65954.28998,79279.93793,69198.95963,0.004822224,0.646633747,0.029447473,1708,0.009830787,TRUE,4
1171,YGL153W,264775.9091,268655.9644,274191.7502,249406.999,248836.426,240169.5985,0.004842295,0.425253759,0.004689249,1709,0.009865929,TRUE,4
3163,YOR279C,234194.1377,239617.3664,242674.7188,261707.4123,280427.6505,271642.9148,0.004857689,0.75527639,0.00550098,1710,0.009891504,TRUE,1
599,YDR129C,288919.1231,300278.1121,266244.4856,231584.8038,235356.758,230083.7316,0.004864785,0.717453398,0.006450787,1711,0.009900164,TRUE,26
3285,YPL116W,212061.2387,236524.4831,226109.6836,294226.5212,269816.2648,282834.6563,0.004868673,0.228512419,0.00456315,1712,0.00990229,TRUE,3
2995,YOL143C,164562.3324,180191.2642,172727.985,356422.4135,259087.4719,358286.1896,0.004880328,0.232036623,0.010034239,1713,0.0099202,TRUE,3
101,YBL072C,242918.1531,232407.0201,225113.0009,277584.6588,265104.9556,282582.4301,0.004884741,0.384380711,0.004749427,1714,0.009923376,TRUE,34
452,YDL123W,315113.3642,302859.3093,285981.5016,201586.7763,216209.8495,239141.6453,0.004904923,0.587569622,0.003975196,1715,0.009958567,TRUE,1
2206,YLR146C,302423.1857,295565.344,347851.8061,213013.3765,225491.6522,188810.5253,0.004911592,0.281228546,0.005652466,1716,0.009966296,TRUE,3
256,YBR216C,292413.1958,306722.7423,274130.3737,219002.0791,240949.4844,222988.5727,0.00496227,0.529761213,0.005434852,1717,0.010063263,TRUE,2
3036,YOR061W,245447.2062,241891.8856,229787.8838,267125.2406,268981.3475,275674.8958,0.004964555,0.42498307,0.004290521,1718,0.010062037,TRUE,6
2247,YLR220W,209787.5796,220764.9007,192116.4163,289425.4507,274770.7349,323767.4579,0.004974149,0.25412521,0.006168297,1719,0.010075618,TRUE,4
1031,YFL039C,261453.957,267466.1781,265389.8018,252774.0999,245767.3977,250129.523,0.00499141,0.933424054,0.004872028,1720,0.010104704,TRUE,50
2482,YMR014W,233586.9649,236150.9989,220272.3301,281082.0159,264136.7216,288224.6209,0.005033448,0.23872928,0.005286995,1721,0.010183885,TRUE,3
2690,YNL047C,289822.2768,305841.3708,294561.3126,205446.8019,220279.5973,243271.2723,0.005046141,0.66690473,0.003540072,1722,0.010203638,TRUE,3
3157,YOR271C,232298.3882,241532.7158,245068.1659,272375.689,276456.2078,262976.8458,0.005059625,0.640896757,0.004942994,1723,0.010224964,TRUE,3
691,YDR297W,282530.9867,282137.8305,297392.6767,220663.0392,247516.9829,226331.7698,0.005060249,0.244929257,0.004331505,1724,0.010220294,TRUE,3
373,YCR083W,277170.3258,303158.8116,272670.5131,233702.4255,238138.1699,227736.6519,0.005071601,0.74208306,0.006837136,1725,0.010237284,TRUE,1
2547,YMR135C,242054.2374,218609.9435,219150.2188,290355.1151,271692.3244,280574.169,0.005073804,0.552360456,0.004504459,1726,0.010235797,TRUE,1
512,YDL219W,170452.1274,219444.4732,191976.1389,316909.4542,283375.5299,322033.0731,0.005080022,0.212099233,0.003690242,1727,0.010242407,TRUE,1
433,YDL092W,212069.4634,228642.2031,219593.2874,300220.0303,262998.1411,294891.3919,0.005087167,0.20379734,0.0063173,1728,0.010250877,TRUE,1
968,YER132C,285315.8177,274717.4608,283772.703,236005.0311,248399.9976,224597.266,0.005097544,0.22794793,0.004150403,1729,0.010265845,TRUE,1
746,YDR388W,264208.5564,273124.7251,262233.0896,248038.8724,249419.4399,246736.8875,0.00513193,0.782985018,0.005816324,1730,0.010329122,TRUE,8
1853,YJR088C,290485.3147,283689.2819,295877.5485,217914.4205,248208.5343,221702.6176,0.005145894,0.221048431,0.003935354,1731,0.010351245,TRUE,5
665,YDR238C,267232.2032,269503.8456,269682.0186,238987.7233,248238.8176,251715.204,0.005151804,0.493251793,0.004399323,1732,0.010357149,TRUE,21
2499,YMR052W,208113.2825,241116.2718,215694.0181,289801.7106,286125.6278,279105.7231,0.005169774,0.29358388,0.003749834,1733,0.010387278,TRUE,1
531,YDR009W,262208.5172,276567.3018,280803.8321,242831.2048,240948.5533,244557.0431,0.005174824,0.695988259,0.006026533,1734,0.010391429,TRUE,1
2416,YML049C,278365.9352,275926.6311,263830.8601,237289.4016,247829.6431,243660.4614,0.005207441,0.486412412,0.005416538,1735,0.010450899,TRUE,7
2834,YNL264C,284731.6518,286627.4179,265954.6872,230242.4362,238201.995,243865.5267,0.005212895,0.673124795,0.005623714,1736,0.010455819,TRUE,4
1643,YIL142W,260947.5537,259935.0966,265952.8426,252366.0914,252253.7321,250739.8145,0.005217923,0.336157462,0.005585569,1737,0.010459879,TRUE,24
2812,YNL236W,284148.5491,267004.8529,294016.4994,232775.5183,231846.638,243079.7982,0.005237446,0.382434798,0.006157376,1738,0.010492973,TRUE,6
2063,YKR056W,192879.0685,179684.7862,197421.744,315859.5544,264395.6927,351833.0483,0.00525369,0.380386319,0.009618958,1739,0.010519464,TRUE,8
912,YER049W,230230.6445,228162.4024,244907.6447,277433.6486,282491.9231,265349.1134,0.005262875,0.844714532,0.005152833,1740,0.010531799,TRUE,22
1552,YHR197W,218033.0332,224879.9869,209651.5496,279233.1592,270158.7093,314675.9315,0.005273211,0.281602252,0.007828839,1741,0.010546422,TRUE,11
766,YDR428C,268269.2834,273209.4048,265050.0489,240010.5443,247162.0684,251258.9499,0.005301928,0.662496515,0.004993895,1742,0.010597769,TRUE,5
1660,YIR003W,234954.4804,242114.9703,231121.8226,267856.0003,286035.0551,266302.9008,0.005341786,0.665679726,0.006282286,1743,0.010671314,TRUE,5
1440,YHR013C,298151.2472,286138.3889,270367.8073,235611.3251,240475.7267,222456.1959,0.005373034,0.433318788,0.005782988,1744,0.010727583,TRUE,7
2430,YML071C,273001.5893,264249.258,264704.0068,251049.3395,248210.9981,243264.494,0.005380222,0.39478217,0.005546901,1745,0.010735778,TRUE,5
10,YAL010C,301698.7292,293605.084,272126.3892,222028.2071,222249.638,242538.6538,0.005381906,0.715140987,0.005675453,1746,0.010732988,TRUE,1
1118,YGL062W,242855.3101,231799.0496,247225.821,271160.1759,272849.8299,265451.0712,0.005382975,0.925099236,0.00463406,1747,0.010728975,TRUE,7
3389,YPR032W,280205.213,279083.5067,266309.0937,232972.6941,247838.4067,241876.9893,0.00539102,0.456010861,0.005234647,1748,0.010738862,TRUE,3
3164,YOR280C,278662.5174,279137.4349,289363.7498,233719.4085,248997.9985,223811.2826,0.005421917,0.261456756,0.004459009,1749,0.010794235,TRUE,2
119,YBL107C,191440.0626,207227.2548,165424.609,282412.9908,301922.568,351775.5836,0.005438455,0.342277926,0.006646156,1750,0.010820972,TRUE,2
2918,YNR074C,300648.556,326083.6672,277559.5441,221082.2108,203769.9203,230337.661,0.005460491,0.965328929,0.006608159,1751,0.010858612,TRUE,4
852,YEL037C,280921.6346,265247.8896,291754.759,242432.5229,235207.4812,236207.9174,0.005491619,0.349912224,0.006710232,1752,0.010914279,TRUE,7
309,YCL024W,211941.6215,227331.542,190813.8435,309062.1261,274358.175,298441.8991,0.005515341,0.21759891,0.00470745,1753,0.010955172,TRUE,1
92,YBL057C,307024.7571,277945.141,295031.5708,222422.1045,243106.4645,213933.3626,0.005527654,0.193454198,0.005232516,1754,0.01097337,TRUE,5
46,YAR007C,223387.1844,236113.0006,230554.0578,285443.0611,261190.0301,287320.6595,0.005537939,0.204227349,0.006419037,1755,0.010987523,TRUE,14
3077,YOR126C,226103.7288,245699.0377,219552.0431,277065.1064,274521.3948,281074.613,0.005540813,0.240060991,0.004320252,1756,0.010986966,TRUE,4
2422,YML058W,349028.455,293140.3491,322796.2461,185268.5347,231439.9341,193337.1439,0.005574359,0.191461272,0.005341242,1757,0.011047192,TRUE,1
2701,YNL061W,221891.2738,221433.8784,224709.9254,286221.8765,261385.9658,304361.4148,0.005586303,0.30322269,0.008011354,1758,0.011064566,TRUE,15
159,YBR065C,273367.4137,263404.3396,279542.7001,242915.8363,248688.7753,240027.4952,0.005673205,0.199345703,0.006171756,1759,0.011230301,TRUE,1
2093,YKR099W,373860.7429,290918.6767,321218.5415,208163.1766,173470.9464,208004.527,0.005686277,0.554072571,0.007912951,1760,0.011249783,TRUE,1
3381,YPR019W,273834.2415,272776.5992,265071.8736,245706.5233,250876.0221,237901.7329,0.005703548,0.413384151,0.005308821,1761,0.011277543,TRUE,9
3433,YPR118W,274389.3408,270704.5376,262951.3403,242945.5418,251422.0109,243007.6222,0.005707634,0.391341946,0.00583126,1762,0.011279217,TRUE,7
2511,YMR074C,270076.2267,282779.4116,270097.6147,249726.5374,234812.2627,239943.9133,0.005727415,0.960181894,0.005717114,1763,0.011311888,TRUE,3
2489,YMR029C,291027.0261,282613.9267,267441.8361,232527.0695,245837.6262,231484.0263,0.005733496,0.403137955,0.006223701,1764,0.011317478,TRUE,5
1030,YFL038C,272433.9152,275658.6443,265236.2514,238338.0317,251439.7514,243257.1972,0.005742472,0.450852582,0.005495695,1765,0.011328775,TRUE,10
2613,YMR243C,293270.9621,272825.0247,285915.2596,227129.761,247910.0301,227262.7457,0.005755812,0.181525612,0.005457279,1766,0.011348662,TRUE,3
1420,YHL020C,243190.601,240622.8153,251798.5923,266168.6197,268898.9463,262953.03,0.005760822,0.87090805,0.005374055,1767,0.011352112,TRUE,4
501,YDL203C,270145.0185,271259.7493,279005.9183,252081.284,239526.986,236054.7396,0.005762737,0.57596116,0.005286649,1768,0.011349462,TRUE,1
504,YDL207W,235136.8199,241965.017,216599.6232,275629.6474,274928.5333,280060.7989,0.005775536,0.316072088,0.004150271,1769,0.01136824,TRUE,2
22,YAL029C,274980.8906,278044.3859,263416.129,237216.7702,246619.7723,246188.295,0.005786974,0.609360715,0.00597477,1770,0.011384318,TRUE,9
1784,YJL197W,272913.6315,280563.7646,264350.8753,242440.6492,237558.5285,248439.2336,0.005802192,0.942924077,0.006163749,1771,0.011407811,TRUE,6
2142,YLR032W,284145.801,329758.6361,415287.5457,181891.3589,187897.435,190222.8029,0.005831378,0.499190916,0.015344652,1772,0.011458724,TRUE,1
3026,YOR039W,226694.9678,196333.4206,221036.9977,279862.1631,313031.877,281899.9759,0.005838943,0.980797138,0.005654133,1773,0.011467117,TRUE,1
2682,YNL032W,324804.392,288884.1901,302735.941,236963.3418,215799.607,195658.1934,0.005862653,0.415603026,0.004890187,1774,0.011507191,TRUE,1
2578,YMR194W,241072.1303,235181.8546,248012.2385,274067.1686,271146.3919,262209.4348,0.005880441,0.821506029,0.005739798,1775,0.011535604,TRUE,13
2973,YOL094C,243005.9942,244947.8541,239937.2412,258998.7759,269782.6175,274704.2311,0.00588927,0.530050787,0.006593231,1776,0.011546418,TRUE,6
169,YBR081C,263213.4427,266444.2531,264388.407,245277.4772,254165.2994,249794.8713,0.005890594,0.394430052,0.005459046,1777,0.011542514,TRUE,4
2305,YLR324W,293976.7004,270083.6242,308117.2103,225205.3707,239110.9495,222372.4956,0.005916409,0.191776369,0.007234424,1778,0.011586578,TRUE,2
819,YDR514C,245647.9874,227424.5175,231138.2239,268951.0521,284317.7028,270388.8582,0.005929957,0.927841687,0.005797824,1779,0.011606582,TRUE,1
509,YDL215C,169019.6835,183170.2047,167129.3376,337851.7732,258171.3531,375577.7027,0.005933199,0.219517395,0.012539964,1780,0.011606403,TRUE,6
1089,YGL020C,272826.4155,285991.9308,264496.3542,239626.2197,239145.0063,245123.7844,0.005961725,0.901845665,0.007162086,1781,0.011655658,TRUE,3
3017,YOR020W-A,140897.2701,155971.9062,115212.9319,343291.6806,266516.1189,447623.2434,0.005975013,0.23174547,0.016165238,1782,0.011675081,TRUE,1
1285,YGR091W,286182.0735,284158.4372,266585.6278,240251.0336,244256.4359,228671.3125,0.00597841,0.502322248,0.006083558,1783,0.011675167,TRUE,1
1215,YGL238W,272978.7731,271896.9015,260273.2236,245133.8519,248743.4702,245554.1579,0.005985643,0.587973775,0.006576396,1784,0.01168274,TRUE,10
83,YBL042C,196742.1595,228251.4996,212565.7129,289081.6916,272755.0243,314950.2279,0.005995381,0.22033759,0.006440704,1785,0.011695191,TRUE,2
3011,YOR008C,232508.9954,215798.4427,208838.0642,264910.6471,299193.2736,297818.2543,0.006028583,0.728820959,0.006691358,1786,0.011753374,TRUE,1
2057,YKR043C,290155.7572,301002.3104,270739.4597,221153.6468,227611.5711,242666.5421,0.006037262,0.785657555,0.006474761,1787,0.011763709,TRUE,8
1081,YGL011C,276473.9384,286527.3907,266677.3783,245380.9019,231474.3628,241566.8306,0.006039245,0.984278883,0.006330886,1788,0.01176099,TRUE,9
771,YDR435C,281143.7354,267541.5464,270826.2376,235293.2398,243502.0857,249182.3685,0.006094647,0.382609511,0.006055688,1789,0.011862248,TRUE,1
824,YDR519W,282371.2745,274703.8559,294409.0599,234593.7887,246533.1242,222129.4604,0.006108956,0.223989533,0.005546781,1790,0.011883456,TRUE,2
682,YDR280W,280471.1906,274824.622,289372.7865,229844.3745,250452.5949,228402.9317,0.006123858,0.201603319,0.005434106,1791,0.011905793,TRUE,3
2554,YMR148W,234142.8691,208542.1747,233486.4428,278121.1744,293863.2907,275878.1888,0.006138476,0.991744802,0.004869605,1792,0.011927551,TRUE,1
473,YDL150W,222780.4935,236809.4726,230727.7744,295640.4026,269040.7721,269622.2599,0.006172224,0.297184428,0.007676842,1793,0.011986439,TRUE,4
2212,YLR166C,273501.541,275074.5008,280698.3152,242654.7213,228148.6818,248850.9454,0.006176785,0.826572775,0.004956056,1794,0.01198861,TRUE,2
794,YDR477W,241458.4938,227416.4571,232736.1761,263715.5272,287990.5427,274341.6681,0.006176825,0.952672465,0.006976196,1795,0.011982008,TRUE,12
2233,YLR196W,243812.1723,242624.589,250958.6241,268194.8736,268099.2792,260146.2752,0.0061774,0.810274385,0.006164349,1796,0.011976451,TRUE,17
270,YBR241C,224431.7117,224384.0423,217635.4402,259444.7272,297354.9313,297712.8195,0.006209834,0.670599059,0.008273336,1797,0.012032634,TRUE,1
542,YDR031W,244949.9046,241797.5026,247956.6628,259756.297,265891.3731,272602.0521,0.006214076,0.675314681,0.006748374,1798,0.012034156,TRUE,1
2580,YMR197C,263463.769,272488.7061,275364.8188,238782.3768,247077.4629,249297.5289,0.006217315,0.541913202,0.006158081,1799,0.012033736,TRUE,2
1962,YKL103C,223958.9498,228991.9482,220282.1316,264008.1233,278883.0095,305124.8754,0.006304665,0.433781945,0.009012866,1800,0.012196024,TRUE,8
358,YCR051W,283662.6467,265966.3093,270854.1054,237202.0699,247739.5801,242534.2688,0.006333705,0.24153735,0.007029702,1801,0.012245398,TRUE,2
467,YDL142C,205673.6494,201385.7289,239940.3428,298565.3375,292052.0479,281903.8006,0.006373436,0.751437892,0.004603942,1802,0.012315374,TRUE,1
2295,YLR303W,379480.1631,401359.0678,268241.2803,182778.0032,173467.8675,175748.9054,0.006388193,0.780435561,0.014001766,1803,0.012337042,TRUE,16
1944,YKL074C,236879.5276,219977.3077,242212.8231,275411.4399,283786.8707,269584.7677,0.006404519,0.991576843,0.005344649,1804,0.012361715,TRUE,3
264,YBR231C,238792.8852,202185.4018,209483.5621,299161.6117,291749.3071,276771.027,0.006410944,0.780806983,0.005063881,1805,0.012367261,TRUE,1
2193,YLR116W,244249.1372,236838.7975,228723.6186,268687.5718,283636.5658,266354.7636,0.006421262,0.7811222,0.006686069,1806,0.012380307,TRUE,3
3182,YOR308C,229037.597,225698.4829,202233.355,272239.7945,306049.1982,283642.2128,0.006450256,0.651953137,0.006323431,1807,0.012429325,TRUE,1
211,YBR137W,294665.8094,279759.6024,305980.3359,215536.8119,246210.7376,218154.1042,0.006456568,0.182420388,0.00574919,1808,0.012434608,TRUE,2
2643,YMR295C,295049.7422,268145.6613,313736.5069,233203.7659,222158.4689,226938.7821,0.0064652,0.354554576,0.008867304,1809,0.012444348,TRUE,3
1061,YFR034C,291119.8808,277705.9331,268954.9018,230213.0173,247030.0789,235551.4467,0.006467373,0.332532293,0.006876304,1810,0.012441653,TRUE,2
2920,YOL004W,283583.5309,291989.5731,264881.2528,230469.6483,236458.9055,242532.446,0.006474873,0.768015706,0.007498419,1811,0.012449204,TRUE,7
316,YCL032W,221605.0667,235260.941,240919.9618,282593.6662,264311.0979,281526.98,0.006488462,0.299491977,0.006159918,1812,0.012468446,TRUE,2
1152,YGL119W,237169.9131,229535.1836,242653.2615,270079.7252,285513.769,264619.6705,0.006497528,0.99474022,0.007248297,1813,0.012478981,TRUE,6
1240,YGR024C,309184.8609,315658.0917,265735.3714,218549.8675,225635.8969,222931.9067,0.006531398,0.699479649,0.009228673,1814,0.012537116,TRUE,1
2636,YMR285C,248482.4096,238269.019,241996.8663,262431.6364,275200.3476,265758.7307,0.006541212,0.979971297,0.006841688,1815,0.012549035,TRUE,7
2179,YLR093C,239171.2527,245140.1327,231266.6362,261523.7673,276765.0204,275181.8483,0.006544534,0.50398596,0.006567568,1816,0.012548495,TRUE,1
2066,YKR062W,247093.8807,245130.4142,238119.7085,264245.3027,274718.6483,262728.6459,0.006586903,0.74459781,0.006914802,1817,0.012622783,TRUE,6
312,YCL028W,281401.4337,268043.0378,291229.4382,236117.8168,246617.5799,229347.8121,0.00659269,0.188629094,0.006938662,1818,0.012626923,TRUE,3
342,YCR016W,226242.9905,219149.605,236335.0691,275811.1334,300344.0369,267470.3662,0.006610995,0.985303503,0.008149853,1819,0.012655023,TRUE,3
1603,YIL075C,275425.3827,263683.539,278472.1028,240930.7022,250298.1529,239357.2963,0.006625733,0.167009811,0.00685184,1820,0.012676266,TRUE,19
426,YDL083C,231034.2401,221365.3143,240284.5562,290975.0963,265379.431,276649.2329,0.006638319,0.535145214,0.007067749,1821,0.01269337,TRUE,14
1659,YIR002C,276230.2693,269469.7328,295286.1959,245067.0467,231320.9121,234899.6116,0.006655905,0.477516294,0.007835148,1822,0.012720011,TRUE,2
134,YBR025C,261442.7293,267171.2692,270648.2062,251800.4114,249229.8147,244103.6732,0.006743569,0.541810964,0.006789959,1823,0.012880475,TRUE,22
710,YDR325W,236987.5901,235649.0497,216441.0129,283390.1738,265531.305,285156.8693,0.006748106,0.264136346,0.006110037,1824,0.012882075,TRUE,2
13,YAL015C,199294.7308,192375.771,231296.792,291245.8548,322326.2188,279963.4253,0.006752525,0.930263854,0.006645457,1825,0.012883448,TRUE,1
422,YDL075W,217025.1577,226816.4244,229739.3583,298937.5882,260616.7512,288183.3422,0.006798582,0.253626493,0.008517657,1826,0.012964218,TRUE,14
1714,YJL065C,291008.3477,291641.3355,345896.0389,200880.0405,232029.4959,208801.8947,0.006803878,0.262518347,0.009483688,1827,0.012967216,TRUE,1
2861,YNL307C,250370.8556,251200.4807,249676.9031,260858.7076,265563.0771,258159.0975,0.006816314,0.798707618,0.007318846,1828,0.01298381,TRUE,16
3171,YOR290C,289053.4397,272876.5525,278278.0521,228393.8656,250249.8825,233013.3118,0.006850904,0.19959838,0.006334626,1829,0.013042562,TRUE,5
121,YBR002C,233229.7307,242176.5528,243939.7781,280369.9198,264101.2742,266268.7747,0.006876069,0.334226052,0.007447679,1830,0.013083319,TRUE,3
1100,YGL036W,216062.0064,227130.4888,202406.9459,269181.7458,284377.4561,316421.7836,0.006881511,0.35664918,0.008784387,1831,0.013086522,TRUE,2
1443,YHR019C,251630.4063,251970.8791,246554.064,262829.2284,263451.2947,258883.7678,0.006885424,0.529471816,0.006695335,1832,0.013086816,TRUE,26
1843,YJR072C,301435.8062,276976.8438,290079.2426,222935.936,247320.5072,218610.3222,0.006889105,0.180837894,0.006274331,1833,0.013086669,TRUE,6
3282,YPL111W,274400.7645,268022.1992,281402.6407,238115.7896,251775.1413,235723.0092,0.00689832,0.183608557,0.006602656,1834,0.013097029,TRUE,9
650,YDR214W,265436.4721,270415.6579,270513.6765,245710.1587,253570.4879,240124.0979,0.006905169,0.344792135,0.006263337,1835,0.013102888,TRUE,8
148,YBR048W,241540.4312,230776.3134,245755.7491,279018.2899,266609.0201,266620.0183,0.006909864,0.697035304,0.006689653,1836,0.013104654,TRUE,17
573,YDR083W,233900.1904,210221.4364,218286.2825,271662.7346,309331.7336,277978.3512,0.00695391,0.990750968,0.008456605,1837,0.013181009,TRUE,3
3275,YPL101W,275665.638,265337.5283,288038.6646,234218.6413,244599.5244,242531.7701,0.006954416,0.240585624,0.007900665,1838,0.013174798,TRUE,4
254,YBR214W,213877.2449,202628.3208,232542.9421,290233.8842,311433.404,269684.3477,0.006976647,0.962615817,0.00759466,1839,0.013209725,TRUE,1
110,YBL087C,222480.9414,225188.5387,229047.158,299207.5987,259296.4849,286569.9301,0.00698492,0.275218159,0.009280203,1840,0.013218202,TRUE,24
1611,YIL088C,559535.4562,573339.7486,546319.7461,358.5334129,4082.697383,12608.95526,0.006994075,0.486068861,3.48E-07,1841,0.013228337,TRUE,1
188,YBR106W,239501.2867,243143.2515,252125.0821,269314.8668,264432.3536,264719.3017,0.007004175,0.555578178,0.006448186,1842,0.013240249,TRUE,9
1138,YGL095C,292652.9046,306835.517,279190.8886,207326.6386,231796.9713,239032.9834,0.007030419,0.616251049,0.005860905,1843,0.013282647,TRUE,2
3375,YPR010C,264572.0505,268226.8479,263351.5539,249916.6422,253502.5482,244003.9386,0.007037193,0.461481498,0.006585142,1844,0.013288236,TRUE,31
1558,YHR206W,236258.9598,215979.766,235940.1052,275001.7753,293052.6314,269875.9713,0.007056106,0.955322652,0.00680114,1845,0.013316727,TRUE,1
3151,YOR259C,265828.8491,275903.0181,266609.8787,245602.7473,239623.0206,251397.8452,0.007063298,0.984506567,0.007012332,1846,0.013323079,TRUE,8
1433,YHR003C,210349.5018,215125.4072,209537.9922,301717.71,258332.6943,318199.734,0.007069077,0.231268701,0.010661087,1847,0.013326761,TRUE,6
3289,YPL122C,266721.3636,268924.899,267396.7718,254356.3739,241111.9745,245878.9086,0.007121583,0.871572689,0.006356525,1848,0.01341848,TRUE,3
3457,YPR161C,285001.8231,304219.3639,273169.2824,228262.121,219088.1446,243365.801,0.00712578,0.98061053,0.007588157,1849,0.013419128,TRUE,4
2044,YKR021W,247008.1081,232366.9629,246042.8723,265856.5373,272294.0516,268222.7544,0.007144564,0.994378128,0.006071161,1850,0.013447229,TRUE,2
2911,YNR052C,237180.7063,251073.0908,238352.9405,267713.6839,264269.6157,272124.2352,0.007183486,0.191558187,0.006645523,1851,0.013513182,TRUE,5
3385,YPR025C,237496.33,248331.8163,236545.933,261640.5158,269880.6075,276251.6614,0.007256941,0.34917863,0.007394339,1852,0.013643989,TRUE,3
3129,YOR220W,232788.903,233720.6324,214652.5509,266550.5933,277631.4889,296822.0904,0.007329475,0.403670171,0.007862291,1853,0.013772926,TRUE,5
2053,YKR035W-A,263784.8746,272728.747,272060.0109,239426.1272,245516.6421,252169.1991,0.007335323,0.666277427,0.006981887,1854,0.01377648,TRUE,4
3445,YPR139C,285376.6639,293407.8428,288675.1044,222951.181,214482.2687,249997.1582,0.007356786,0.84736946,0.005415688,1855,0.013809343,TRUE,1
223,YBR158W,287551.0801,265035.5789,285343.2162,244202.1036,229212.8643,239694.5069,0.0073902,0.469915649,0.007840674,1856,0.013864588,TRUE,1
459,YDL131W,284781.2159,286146.1902,273695.3789,239046.3118,220518.9873,246334.376,0.007398897,0.948832835,0.005869236,1857,0.013873429,TRUE,29
1903,YKL012W,245241.777,228760.6492,244371.8497,271819.0099,274734.6613,265777.2829,0.007462379,0.985957866,0.006310595,1858,0.013984933,TRUE,2
2243,YLR214W,275256.8871,263634.4818,266851.0347,241066.4186,247857.0161,250503.4541,0.007545782,0.331364224,0.007734332,1859,0.014133627,TRUE,12
1339,YGR181W,203528.6344,220482.3006,193955.725,273192.4707,283758.3059,335329.7149,0.007588251,0.31247465,0.011540725,1860,0.014205533,TRUE,4
1810,YJR017C,267455.737,273397.0898,266953.2414,248530.9117,251297.5938,238008.4042,0.007632069,0.491552322,0.006838487,1861,0.014279885,TRUE,6
3219,YOR375C,174513.7477,164207.0924,176244.392,342958.149,252125.147,380754.707,0.007641029,0.308748132,0.01605781,1862,0.014288971,TRUE,26
221,YBR154C,266542.1153,277756.3144,267170.8547,248379.772,237291.2103,248281.8983,0.00764531,0.93742261,0.007525275,1863,0.014289302,TRUE,6
618,YDR164C,276314.532,271513.4261,270816.5393,233747.3838,252710.8321,242666.9336,0.007648834,0.262409314,0.006537429,1864,0.01428822,TRUE,3
2041,YKR014C,290691.5957,278760.3576,269007.2314,226639.0218,245965.2102,239513.8546,0.007675582,0.365906339,0.007611207,1865,0.014330496,TRUE,6
3255,YPL067C,227900.4738,226950.544,245040.5341,276256.4614,264617.3804,286194.957,0.00769327,0.484359488,0.007777492,1866,0.014355823,TRUE,1
2168,YLR075W,231458.5344,244401.2482,246325.4429,275277.3335,269253.3981,264224.9188,0.007711263,0.432406329,0.006976082,1867,0.014381692,TRUE,17
1193,YGL200C,233299.0736,249789.8732,238568.892,272518.3562,263499.7835,272206.0308,0.007748254,0.174258836,0.007126088,1868,0.014442944,TRUE,4
1231,YGR005C,269932.7151,259248.3164,271529.0787,246840.5781,249123.4313,248122.9854,0.007782734,0.217273378,0.008488912,1869,0.014499455,TRUE,4
2492,YMR037C,239574.4868,238117.4725,234980.018,273002.4856,284525.7465,259280.9374,0.007824477,0.826709363,0.00946733,1870,0.014569427,TRUE,3
779,YDR450W,231923.4861,241859.412,239441.3338,283855.7664,261487.045,270033.7906,0.007825078,0.242111168,0.008980152,1871,0.014562759,TRUE,24
2408,YML031W,277626.7407,267065.1868,289099.558,234851.9084,248891.9683,233992.1889,0.007885082,0.174716377,0.008382454,1872,0.014666589,TRUE,3
1316,YGR145W,250899.8913,243136.8668,236838.5835,265560.3016,271411.2136,264064.6549,0.007899736,0.722937307,0.007299323,1873,0.014686001,TRUE,10
3413,YPR081C,266941.9423,267833.5446,265182.9303,252454.5222,250772.7787,241064.7952,0.007925118,0.477649994,0.006953524,1874,0.014725326,TRUE,1
3158,YOR272W,329324.1535,317243.4085,334917.4422,221455.4648,159332.841,212290.3036,0.007988611,0.85261031,0.002962492,1875,0.014835383,TRUE,6
1899,YKL007W,288604.574,273624.2914,306598.8937,242869.104,230162.5042,215935.8016,0.007995671,0.351809469,0.008202733,1876,0.014840579,TRUE,3
1917,YKL029C,179714.1713,175506.1707,187021.2632,334594.8666,253016.7017,366247.7713,0.008036193,0.292820342,0.015504425,1877,0.014907844,TRUE,23
2924,YOL010W,235755.7621,239808.7582,250916.4924,273673.8326,267148.9446,264646.5643,0.008037289,0.588555245,0.007513046,1878,0.014901938,TRUE,8
2677,YNL022C,228742.2759,242642.6927,226725.8757,288428.5952,262496.7863,276146.0455,0.008064246,0.172024238,0.00882305,1879,0.014943962,TRUE,3
1571,YIL016W,239241.4334,223422.3796,237949.0228,266213.7525,289956.2931,271251.9922,0.008095361,0.936400355,0.00871332,1880,0.014993641,TRUE,4
3098,YOR164C,300733.3321,283220.8553,305175.3599,239035.0983,231802.1426,201222.275,0.008120395,0.32681473,0.005672869,1881,0.015032013,TRUE,4
2948,YOL053W,280274.5659,291464.7506,264735.4452,239531.134,229662.7656,243252.8578,0.008160243,0.990143865,0.009126353,1882,0.01509775,TRUE,1
957,YER112W,211527.65,243741.7268,208309.3798,286098.7569,276588.4131,292334.3964,0.008229305,0.189003544,0.006387967,1883,0.01521744,TRUE,2
