,ProteinID,126 Vert Med,127n Vert Med,127c Vert Med,128n Vert Med,128c Vert Med,129n Vert Med,batch_p_value,null_batch_p_value,1 vs 2,i_value,BH_value,Significant?,PepPerProt
3018,YLR356W,1111812.827,1082988.326,1050729.936,284566.2625,297494.3181,282826.5691,5.30E-07,0.49851714,1.67E-06,12,0.000200799,TRUE,1
3231,YMR025W,982173.1703,955476.6562,965542.1213,370325.4384,388797.5588,380015.708,5.37E-07,0.48445291,3.97E-07,13,0.000187808,TRUE,1
1447,YGL040C,468550.0298,476608.2372,479304.66,768413.9413,777466.1894,764854.7203,5.39E-07,0.529009864,4.73E-07,14,0.000174959,TRUE,16
545,YDL047W,559229.6506,556977.0203,555084.602,700253.1329,708681.3867,705046.8698,5.43E-07,0.54128257,6.90E-07,15,0.000164657,TRUE,7
729,YDR041W,304121.0049,315125.0084,323611.1513,897342.6879,903905.3959,891098.9762,5.73E-07,0.5223481,1.07E-07,16,0.000162781,TRUE,7
1822,YGR279C,740838.9273,736208.3549,746829.6439,555515.0037,561159.4947,560770.8132,7.33E-07,0.486168339,8.86E-07,17,0.000195936,TRUE,8
2700,YKR080W,698685.4805,704962.3172,705608.3871,589950.5274,590060.5409,588003.9658,7.71E-07,0.526151475,1.01E-06,18,0.000194743,TRUE,10
3977,YOR100C,344641.9532,344255.8986,335714.4497,867834.2062,903659.1453,856264.8666,8.57E-07,0.541104476,3.29E-06,19,0.00020509,TRUE,4
1513,YGL126W,1000905.793,1061270.252,1031442.124,328585.6399,339576.0099,323372.9011,8.68E-07,0.520230868,2.64E-06,20,0.000197296,TRUE,1
3621,YNL194C,176367.2015,197323.434,185697.6969,996471.9154,1010590.391,988346.4819,9.03E-07,0.494924534,8.60E-08,21,0.000195485,TRUE,1
3175,YML091C,318015.6098,314418.7915,320699.6333,879115.6167,872250.8408,928378.7635,9.15E-07,0.507711396,5.42E-06,22,0.000189006,TRUE,10
2938,YLR234W,528730.6989,531303.6973,535445.9999,720692.3733,732268.5598,722172.3022,9.65E-07,0.550417576,1.25E-06,23,0.000190644,TRUE,5
3212,YML131W,980366.1614,998256.1596,968231.6944,355151.1569,372483.3327,376332.4879,1.01E-06,0.522280644,5.90E-07,24,0.000192078,TRUE,7
2344,YJL218W,1001272.561,1060785.634,998025.8218,343915.2575,330763.6771,339018.8063,1.10E-06,0.568432713,5.11E-06,25,0.000199193,TRUE,3
1286,YER137C,488288.4959,492584.4314,490414.6238,758114.1497,769095.1713,746311.3251,1.12E-06,0.5403126,2.35E-06,26,0.00019527,TRUE,4
163,YBR001C,515535.6456,518453.5508,525872.5455,732210.1657,740608.5637,730685.6058,1.16E-06,0.547811591,1.02E-06,27,0.000194583,TRUE,11
1899,YHR043C,1168650.465,1212088.156,1105218.214,215101.5995,226435.2102,231399.812,1.16E-06,0.536846225,7.49E-06,28,0.000187799,TRUE,2
3594,YNL160W,387182.6133,401244.5205,407810.2194,834001.2636,832481.4977,825031.6165,1.25E-06,0.513977698,3.44E-07,29,0.000195868,TRUE,9
4112,YOR273C,411362.2826,408629.897,421289.0736,816087.1138,836231.9992,804475.1406,1.26E-06,0.562931007,2.26E-06,30,0.000190208,TRUE,6
3527,YNL078W,1021272.976,1039562.019,1000803.541,323544.614,344513.0222,344686.7367,1.26E-06,0.517175724,8.38E-07,31,0.00018486,TRUE,1
2215,YJL042W,810424.3585,817861.1766,809283.2353,494745.6572,511846.4218,501830.0919,1.31E-06,0.498048215,6.60E-07,32,0.000186672,TRUE,16
2231,YJL062W,740618.1614,751572.7806,746753.1365,558704.7483,556979.6088,549793.4372,1.40E-06,0.530212439,1.37E-06,33,0.000192475,TRUE,2
3746,YNR022C,466428.5574,467203.2875,469991.0083,759255.512,787035.5301,780665.5181,1.40E-06,0.547495268,3.43E-06,34,0.000187574,TRUE,5
2941,YLR239C,427663.0466,432933.6793,425332.9843,801336.1846,790031.627,825374.1545,1.42E-06,0.478170405,3.82E-06,35,0.000183835,TRUE,8
4402,YPR001W,427989.9869,416196.999,435842.1611,809336.6321,814486.066,801062.2698,1.48E-06,0.564459835,6.47E-07,36,0.000187239,TRUE,7
3902,YOL158C,969066.6438,1000297.479,975581.663,354674.153,375037.6607,377274.0329,1.50E-06,0.521038903,8.59E-07,37,0.00018468,TRUE,11
1171,YEL071W,941027.6298,948256.8517,964170.7446,380785.6414,406473.1881,394407.2351,1.64E-06,0.484287629,6.43E-07,38,0.000196136,TRUE,19
2609,YKL184W,1007242.76,1056450.646,1027934.403,316322.3628,335887.994,339609.0213,1.64E-06,0.525782144,1.63E-06,39,0.000191635,TRUE,2
2209,YJL033W,568757.3438,568636.2273,575055.5359,696008.2066,690404.4891,695092.8045,1.65E-06,0.513815373,1.47E-06,40,0.000187548,TRUE,20
70,YAR035W,352563.102,351362.6374,370144.2916,855709.1327,882654.2181,851467.2085,1.67E-06,0.560635202,1.60E-06,41,0.000185143,TRUE,7
2652,YKR016W,390936.8545,386207.3652,404939.6592,845418.4565,817831.6192,837277.0707,1.69E-06,0.520121578,1.56E-06,42,0.00018312,TRUE,24
3561,YNL117W,249192.3917,249144.5025,272301.8254,942402.9171,952805.5082,934126.96,1.72E-06,0.546462645,2.12E-07,43,0.000181897,TRUE,21
193,YBR039W,328596.6736,338888.9689,340263.2619,880412.7063,911107.9585,851496.7548,1.75E-06,0.542224308,6.48E-06,44,0.000180973,TRUE,13
2448,YJR135W-A,392507.7992,379186.2317,384392.3019,818365.6152,862471.0537,842177.2946,1.77E-06,0.566830973,4.36E-06,45,0.000178604,TRUE,2
2343,YJL217W,1084593.437,1049074.381,1136883.455,273283.7166,293375.0327,287364.6324,1.79E-06,0.474326773,6.66E-06,46,0.000177228,TRUE,10
473,YCR046C,373663.1563,380471.1444,388262.4272,854287.3399,860925.2579,820111.6289,1.81E-06,0.540873615,4.05E-06,47,0.00017499,TRUE,5
1611,YGR002C,558240.6978,556227.7863,558348.4167,711352.7683,698698.4319,702193.3241,1.84E-06,0.499417977,2.81E-06,48,0.000173904,TRUE,7
4116,YOR278W,555606.0833,549575.1793,555720.8439,713108.8684,707039.6883,702093.8043,1.89E-06,0.543955184,2.17E-06,49,0.000175018,TRUE,6
1633,YGR031W,443239.157,454815.2824,461412.8675,797333.448,781703.3545,782448.3983,2.07E-06,0.501903584,1.41E-06,50,0.000188619,TRUE,8
3415,YMR266W,845596.8002,844769.6653,850430.1288,465198.8631,488054.7021,474368.6886,2.12E-06,0.476433405,7.04E-07,51,0.000189335,TRUE,15
3629,YNL209W,1388510.661,1388303.814,1240889.139,75149.6658,79228.32201,91106.11295,2.16E-06,0.540228682,1.42E-05,52,0.000188585,TRUE,11
1071,YDR481C,909837.9132,944209.9329,904789.9315,406533.5614,425759.3653,421227.8776,2.16E-06,0.527635804,3.30E-06,53,0.000185309,TRUE,20
3852,YOL084W,142046.507,150558.8037,165803.9276,1015656.418,1051330.099,1010921.886,2.16E-06,0.536525253,4.58E-07,54,0.000182192,TRUE,2
1786,YGR233C,909230.3318,909645.4968,885982.769,423218.2979,445536.1601,427015.8696,2.18E-06,0.492305178,1.45E-06,55,0.000180068,TRUE,25
2348,YJR004C,1153416.653,1172322.564,1136641.395,214443.8742,239658.1931,241926.0648,2.24E-06,0.509028484,2.80E-07,56,0.000181922,TRUE,5
609,YDL124W,967778.9242,993226.0783,932061.7505,374865.2836,392200.2672,378252.1878,2.29E-06,0.521656559,6.08E-06,57,0.000182569,TRUE,28
3759,YNR034W-A,417717.0351,410857.9782,425373.3343,800356.5245,836723.9712,809782.9671,2.30E-06,0.576820037,4.43E-06,58,0.000180463,TRUE,6
3800,YOL019W,437379.0105,436782.3063,427197.3417,797437.3877,823287.665,787251.594,2.31E-06,0.54613331,5.11E-06,59,0.000177877,TRUE,5
3560,YNL116W,771299.347,788605.9575,768460.7866,534509.4872,533465.1471,526014.0957,2.39E-06,0.547389221,3.64E-06,60,0.000181015,TRUE,4
405,YCL018W,1184487.445,1179634.518,1162735.102,202660.2549,233671.3847,209778.3514,2.51E-06,0.477798805,1.22E-07,61,0.000186932,TRUE,13
2362,YJR025C,1080897.057,1084278.187,1028272.338,286723.1285,314289.1964,305586.8835,2.53E-06,0.504185775,2.76E-06,62,0.000185577,TRUE,7
3254,YMR058W,784486.8055,775416.8865,776212.2028,521893.7952,538466.5507,527918.8595,2.54E-06,0.47093317,1.57E-06,63,0.000183529,TRUE,13
3204,YML123C,1015764.957,1086341.04,1035075.794,306007.1817,331206.5324,319074.3227,2.55E-06,0.518864773,5.26E-06,64,0.00018125,TRUE,20
672,YDL202W,425178.0736,419494.0426,418091.7261,795922.5598,839023.8305,804267.0913,2.61E-06,0.567005079,8.06E-06,65,0.000182625,TRUE,7
4482,YPR113W,897923.3288,881509.791,891531.059,428130.4251,454493.7645,441346.2788,2.62E-06,0.469723356,9.60E-07,66,0.000180469,TRUE,5
3782,YNR067C,903153.0789,903184.7131,917732.5965,411814.5343,437293.2563,433928.5142,2.74E-06,0.486538648,8.59E-07,67,0.000185614,TRUE,9
2262,YJL107C,298175.3624,275720.816,301341.4356,897497.6003,928990.3205,918924.0908,2.76E-06,0.57493114,9.07E-07,68,0.000184321,TRUE,3
3538,YNL090W,486623.64,478256.1895,465716.2593,768503.8984,767891.9533,766390.6549,3.11E-06,0.51415332,1.17E-06,69,0.00020513,TRUE,7
730,YDR044W,843884.0939,874305.9322,851626.2694,456691.7319,475482.5113,471889.1841,3.16E-06,0.525928334,3.55E-06,70,0.000205075,TRUE,16
960,YDR342C,484393.9192,482527.6613,475586.0544,760011.7989,782403.1744,753620.1176,3.28E-06,0.555116748,6.32E-06,71,0.00020999,TRUE,24
4380,YPL245W,470412.04,487222.8536,467375.0822,766986.2158,774534.8981,767329.323,3.45E-06,0.484260633,1.55E-06,72,0.000217739,TRUE,16
3900,YOL152W,826428.2252,855013.3362,856569.902,481803.5371,482355.6276,466881.0554,3.46E-06,0.51838426,4.76E-06,73,0.000215335,TRUE,2
1082,YDR494W,305474.2674,301335.4917,327030.1888,895625.0364,926063.3223,880140.2379,3.49E-06,0.569928376,2.98E-06,74,0.000214218,TRUE,16
2261,YJL104W,559650.0026,554478.5598,550951.9907,699282.7189,709793.4617,709402.2977,3.52E-06,0.541919759,3.80E-06,75,0.000213326,TRUE,6
107,YBL038W,363346.7786,361631.9587,378162.0925,843852.7402,888481.2146,835670.3352,3.71E-06,0.576920442,9.22E-06,76,0.000221698,TRUE,6
1381,YFR014C,578488.5132,576121.3363,579811.578,686147.3778,694483.8975,684125.8196,3.92E-06,0.584137891,5.10E-06,77,0.000231275,TRUE,6
2232,YJL063C,331649.5996,305110.6534,330291.7992,881165.838,909394.5287,882516.9395,3.95E-06,0.585603942,1.44E-06,78,0.00023026,TRUE,3
188,YBR034C,702564.6991,711684.2712,712509.8841,581333.681,587654.4475,585562.4247,4.03E-06,0.515186262,4.66E-06,79,0.000231908,TRUE,13
9,R0040C,980680.1977,1072806.107,1085469.426,321766.6045,325850.7306,313327.2443,4.11E-06,0.525833533,2.60E-05,80,0.000233687,TRUE,3
685,YDL222C,236091.5449,242276.4728,267681.7892,955591.8871,939296.7929,952455.3728,4.12E-06,0.528715044,3.49E-07,81,0.000231124,TRUE,2
1816,YGR271W,761336.6192,773035.1136,763970.8418,534495.6706,549397.3783,535056.1355,4.13E-06,0.496686278,3.00E-06,82,0.000229223,TRUE,32
2073,YIL047C,765137.8548,765046.6989,759785.0346,535188.862,552078.2838,537830.8874,4.17E-06,0.476303314,2.33E-06,83,0.000228182,TRUE,14
1612,YGR003W,918548.496,943883.9096,914851.5388,395906.9166,423488.4936,419910.2755,4.17E-06,0.512899206,2.17E-06,84,0.000225608,TRUE,8
2387,YJR060W,908578.3415,900210.9265,928502.3901,415306.3219,442044.142,416694.5995,4.26E-06,0.457895828,2.25E-06,85,0.00022793,TRUE,17
1690,YGR109W-A,1173837.502,1109831.542,1271933.631,215365.7387,219340.893,197950.8213,4.42E-06,0.466403435,3.36E-05,86,0.000233642,TRUE,1
3217,YMR006C,485688.1948,475311.3098,482455.234,754948.1179,783928.993,757031.5233,4.54E-06,0.590157182,8.50E-06,87,0.000237026,TRUE,11
3925,YOR028C,1022759.269,1006223.223,989461.2341,366853.4934,348338.1963,330725.0554,4.59E-06,0.519408312,1.30E-06,88,0.000237201,TRUE,1
1515,YGL129C,312706.6696,314889.8691,326103.8777,925620.847,913111.6251,846398.9766,4.63E-06,0.545310738,2.07E-05,89,0.000236676,TRUE,35
478,YCR053W,734055.5498,735684.7563,719858.7049,564296.4448,569079.2445,569462.2165,4.74E-06,0.538474233,6.75E-06,90,0.000239401,TRUE,55
2108,YIL098C,340321.401,365757.8469,366392.94,872555.0645,872249.7599,845782.4206,4.80E-06,0.505990393,2.12E-06,91,0.000239603,TRUE,2
1593,YGL236C,344358.2947,360382.4138,376812.8529,856615.6646,861949.6385,864367.9124,4.83E-06,0.520167812,8.26E-07,92,0.000238723,TRUE,15
2254,YJL096W,356481.3803,359361.4254,359432.7644,861615.2569,903724.5102,824756.0835,4.97E-06,0.564087387,2.48E-05,93,0.000243025,TRUE,5
2570,YKL134C,464040.0921,483190.7458,462549.275,775150.681,780351.3196,765747.2651,5.00E-06,0.484965775,2.73E-06,94,0.000241937,TRUE,9
1936,YHR087W,265582.2429,273093.5944,293966.4791,926849.5723,961055.317,895351.6857,5.01E-06,0.55716697,6.22E-06,95,0.000239541,TRUE,3
1808,YGR261C,714420.1803,705171.9029,709380.862,580104.5025,589118.2586,582806.9239,5.08E-06,0.452138596,4.88E-06,96,0.000240367,TRUE,33
785,YDR116C,448482.1956,445560.6054,463351.3063,780703.9115,807134.095,777570.3127,5.14E-06,0.582326009,6.54E-06,97,0.00024105,TRUE,9
3037,YLR380W,769771.6965,754208.408,750856.5068,541750.5587,540838.3652,551996.6725,5.15E-06,0.524843785,6.28E-06,98,0.000238822,TRUE,18
1942,YHR094C,923831.6586,904233.7337,956946.8782,411994.7352,425766.2154,399386.3059,5.18E-06,0.456755211,7.30E-06,99,0.000237871,TRUE,11
2915,YLR205C,340886.7644,324514.3201,353041.6468,882005.4271,899608.7513,852362.9276,5.22E-06,0.584948503,4.73E-06,100,0.000237335,TRUE,4
2568,YKL129C,779423.4624,803908.0976,777686.8876,519670.4464,529668.7913,519258.6404,5.24E-06,0.537667537,8.48E-06,101,0.00023563,TRUE,18
2597,YKL170W,386943.8716,372448.5513,391785.0839,873111.1426,829053.7492,822817.5429,5.27E-06,0.536221052,1.09E-05,102,0.000234664,TRUE,1
1511,YGL124C,1101573.756,1057247.319,1086090.907,271178.8532,310772.0175,288256.4263,5.71E-06,0.457783142,1.37E-06,103,0.000251848,TRUE,2
1888,YHR032W,217034.125,234983.6565,246864.4024,955238.6923,1006860.733,928013.9917,5.72E-06,0.541187618,7.78E-06,104,0.000250232,TRUE,3
789,YDR119W-A,234421.7622,266233.163,263083.2311,946507.1081,932542.7694,953554.0117,5.74E-06,0.48009812,5.23E-07,105,0.000248404,TRUE,1
69,YAR033W,1021423.353,1087178.807,1036678.474,297254.9458,318756.8285,332404.0802,5.78E-06,0.539738011,5.17E-06,106,0.00024778,TRUE,5
3744,YNR020C,352037.0767,362390.7842,383261.1069,871256.3939,843065.5258,854521.2235,5.79E-06,0.512664835,2.37E-06,107,0.000245853,TRUE,5
2282,YJL133C-A,922386.3951,906580.5739,923941.915,401083.5693,434689.8307,424084.8227,5.79E-06,0.466736879,1.63E-06,108,0.000243787,TRUE,2
1569,YGL205W,317086.5627,332557.4098,350420.8155,893050.8657,890671.5376,864742.602,5.83E-06,0.529001455,2.01E-06,109,0.000243326,TRUE,4
0,Q0045,289823.5193,288774.0121,320174.4404,900400.9067,925958.8036,902791.4933,5.84E-06,0.562513433,1.28E-06,110,0.000241264,TRUE,3
406,YCL019W,862426.3992,866329.6896,883028.0213,440181.4916,463987.2944,467793.7159,5.99E-06,0.492482786,2.69E-06,111,0.000245211,TRUE,31
3405,YMR256C,153899.7659,165028.64,186217.884,1008032.202,1037161.577,996244.0773,5.99E-06,0.539211462,6.62E-07,112,0.000243303,TRUE,2
1249,YER088C,516866.8938,511160.1744,529491.1367,732833.178,740687.3103,732034.1873,6.07E-06,0.578777551,3.74E-06,113,0.000244247,TRUE,8
2211,YJL035C,429790.1978,448912.3574,454132.4074,786841.2564,807254.4174,790581.0948,6.12E-06,0.526809954,3.50E-06,114,0.000244031,TRUE,3
2796,YLR046C,228417.7696,235690.9253,257809.554,937757.3583,1005454.682,929071.4653,6.14E-06,0.564289386,9.85E-06,115,0.000242588,TRUE,1
4027,YOR161C,433297.3425,436607.4234,429544.8564,807162.9005,828123.4014,775255.4582,6.26E-06,0.552140048,1.82E-05,116,0.000245287,TRUE,3
1188,YER017C,535273.6999,536995.5322,538611.8321,716653.9136,734421.9566,712287.0587,6.48E-06,0.575338469,1.13E-05,117,0.000251886,TRUE,10
1138,YEL027W,909773.531,930664.498,873817.4343,416068.296,430648.7212,439065.9669,6.60E-06,0.547640429,1.19E-05,118,0.000254097,TRUE,1
1314,YER170W,297198.0821,300632.5788,328418.7021,924620.1983,878948.5378,900089.395,6.60E-06,0.520137854,3.58E-06,119,0.000252302,TRUE,3
2426,YJR109C,883396.8618,851690.3664,891622.8458,447290.5371,468206.5842,445070.0257,6.61E-06,0.440995414,7.70E-06,120,0.000250225,TRUE,38
1196,YER024W,278403.259,273893.5366,307444.7052,921040.1892,939171.1155,900213.2356,6.77E-06,0.569198507,2.09E-06,121,0.000254372,TRUE,15
4024,YOR158W,355189.0607,345418.8738,372824.9645,859215.628,893217.7709,839142.9772,6.78E-06,0.589687445,8.91E-06,122,0.000252548,TRUE,8
1779,YGR220C,297158.7854,301428.9705,315811.8516,866563.3539,960269.6186,892676.0836,6.81E-06,0.576810894,2.97E-05,123,0.000251635,TRUE,3
195,YBR042C,800342.5668,784960.9207,801302.7591,512991.9897,529071.1559,507520.5087,6.84E-06,0.444217614,4.80E-06,124,0.000250766,TRUE,7
4136,YOR303W,771608.718,783339.3383,775695.8631,521036.89,542402.5262,530156.4238,6.84E-06,0.490058058,4.12E-06,125,0.00024881,TRUE,16
2936,YLR231C,848119.8118,838675.1328,805748.7899,479258.0086,489842.7271,492014.3758,6.95E-06,0.525820359,1.38E-05,126,0.000250776,TRUE,10
2334,YJL204C,813255.6491,840563.0459,813142.28,488027.4329,507584.588,489842.4216,6.98E-06,0.514424125,7.75E-06,127,0.000249836,TRUE,10
726,YDR036C,521156.9055,534131.4799,536805.9026,720409.2714,732468.5786,725431.1468,7.03E-06,0.525774127,5.18E-06,128,0.00024953,TRUE,11
3403,YMR250W,374028.8972,394490.4307,397658.9989,825635.9888,821628.2172,865955.5911,7.25E-06,0.480397355,9.53E-06,129,0.000255537,TRUE,8
1117,YDR545W,968836.3123,990301.386,987812.5856,355505.3447,393262.3767,359697.3244,7.34E-06,0.47014812,1.51E-06,130,0.000256794,TRUE,9
357,YBR251W,355563.0968,368540.0126,378053.0436,872823.1194,817262.2487,871942.8812,7.34E-06,0.470794347,1.53E-05,131,0.000254869,TRUE,4
1980,YHR137W,407007.6472,411507.0819,433097.0984,812400.9019,834916.6137,802610.691,7.38E-06,0.567188389,5.72E-06,132,0.000254325,TRUE,30
2788,YLR034C,919169.7236,916180.8577,905216.9744,409459.8941,444420.1114,415204.9923,7.41E-06,0.466175503,1.89E-06,133,0.000253308,TRUE,11
3752,YNR029C,781686.319,775634.9174,770680.3465,529299.6541,543717.8704,521854.4066,7.60E-06,0.466210293,4.40E-06,134,0.000257684,TRUE,9
674,YDL204W,279582.5097,289661.3598,305154.4286,878784.7272,898342.648,966789.7523,7.62E-06,0.510559653,2.31E-05,135,0.00025648,TRUE,10
1831,YGR295C,897298.5815,881233.6386,862870.3156,435438.5274,465596.5099,444519.822,7.76E-06,0.471859297,5.47E-06,136,0.000259447,TRUE,3
3684,YNL274C,358159.1483,354878.8462,385335.8103,859636.9128,873880.8808,837739.1305,7.81E-06,0.572471278,4.26E-06,137,0.000259181,TRUE,10
4076,YOR228C,474315.3046,459736.1773,485501.6568,768025.7773,766748.1155,778777.7034,7.83E-06,0.561475037,3.73E-06,138,0.000258033,TRUE,1
871,YDR222W,480019.8291,485656.8123,500001.8135,767338.742,745856.547,763591.7634,7.92E-06,0.496555001,7.01E-06,139,0.000259143,TRUE,9
2419,YJR099W,741071.7009,743276.9182,755237.283,547566.9599,563387.3028,555250.3934,8.12E-06,0.46444685,7.22E-06,140,0.000263733,TRUE,7
3743,YNR019W,489405.7751,481672.5752,491767.1229,757761.7166,779832.7049,743603.4903,8.13E-06,0.596265616,1.55E-05,141,0.000262168,TRUE,8
3255,YMR060C,489308.4109,506761.9854,502844.8665,737496.4483,753657.7002,760195.3243,8.20E-06,0.498049073,8.12E-06,142,0.000262586,TRUE,13
388,YBR291C,423783.8322,419208.5172,419122.3513,822543.4452,776191.1608,834831.4421,8.26E-06,0.466238235,2.62E-05,143,0.0002627,TRUE,2
2591,YKL160W,784436.2665,823245.6878,789541.1312,511519.7785,513498.2117,514643.9427,8.36E-06,0.579629896,1.97E-05,144,0.000264072,TRUE,4
4522,YPR166C,359015.8858,360777.5261,365492.9777,849186.5637,910091.8592,823994.8884,8.45E-06,0.580884176,4.09E-05,145,0.000264802,TRUE,3
3307,YMR128W,768048.9612,747121.5988,759836.0285,539958.34,554376.6758,542408.368,8.67E-06,0.438406152,9.40E-06,146,0.000269811,TRUE,26
837,YDR178W,313873.9416,298196.4744,304514.3564,937102.8273,840287.2378,926730.8269,8.81E-06,0.483114034,4.33E-05,147,0.000272409,TRUE,2
2630,YKL209C,309998.9834,308316.0094,330645.2903,877750.0168,949478.4028,865266.9823,9.01E-06,0.590921275,2.84E-05,148,0.000276872,TRUE,12
3085,YLR437C,407416.5715,406717.4563,426531.0124,834457.4212,833821.4961,789681.2533,9.04E-06,0.564670735,1.50E-05,149,0.000275867,TRUE,4
942,YDR322W,423786.6258,408299.4417,435446.3352,811856.1248,831713.2669,793002.9547,9.41E-06,0.599717428,9.00E-06,150,0.000285267,TRUE,12
1705,YGR127W,464739.8008,453662.6432,454973.2629,772612.9408,811494.0417,767706.3017,9.48E-06,0.593397392,2.18E-05,151,0.000285523,TRUE,6
2161,YIL162W,879378.4447,888393.3373,911263.0056,431495.1627,460868.024,428907.2031,9.80E-06,0.45690764,5.41E-06,152,0.000293096,TRUE,16
1842,YHL014C,505592.2578,503010.2497,509060.8582,737588.4652,766101.0384,734171.9862,9.84E-06,0.595455651,1.99E-05,153,0.000292368,TRUE,8
2639,YKL219W,845467.1482,861334.4662,853838.1902,452884.7343,486495.152,472949.8378,1.01E-05,0.484042832,3.76E-06,154,0.00029854,TRUE,3
668,YDL198C,493717.6844,514405.6991,513119.2338,740605.0994,742626.4088,750457.3958,1.01E-05,0.48063485,5.43E-06,155,0.000297117,TRUE,12
1640,YGR041W,867340.2959,875026.7217,837737.6566,448112.9684,469253.2176,475446.9276,1.02E-05,0.529002508,9.48E-06,156,0.000298547,TRUE,2
325,YBR208C,818333.7072,822146.1307,809462.7126,482590.1051,510583.7704,504983.3525,1.03E-05,0.491539535,4.48E-06,157,0.00029869,TRUE,57
1606,YGL253W,872294.2038,874110.0249,834791.1215,451782.7432,478527.94,462168.2774,1.04E-05,0.498646489,1.22E-05,158,0.00030056,TRUE,170
732,YDR046C,773576.1089,790980.6957,786688.7879,515890.0577,521748.8816,538676.4157,1.05E-05,0.55577012,7.34E-06,159,0.000299565,TRUE,3
1361,YFL044C,727281.5168,723409.1584,741213.8936,562495.7578,567267.5511,573306.7607,1.05E-05,0.487754259,1.28E-05,160,0.000299525,TRUE,4
1133,YEL021W,1163621.79,1175987.242,1170450.6,243546.8631,197088.2177,216951.9849,1.06E-05,0.577463453,2.76E-07,161,0.000297981,TRUE,16
1570,YGL206C,740881.9199,755463.8455,753188.1242,544678.6976,562466.8619,551111.6435,1.07E-05,0.49084202,8.92E-06,162,0.000300452,TRUE,93
3463,YMR319C,1119047.69,1154168.457,1133172.998,221091.8149,259779.0859,262120.2015,1.08E-05,0.499858883,7.61E-07,163,0.000301701,TRUE,2
3320,YMR145C,198088.6554,200816.4148,227214.6359,1026594.505,910449.8563,999145.2712,1.08E-05,0.50008544,2.91E-05,164,0.000300141,TRUE,34
830,YDR171W,428912.8697,456455.1418,451202.2719,779026.0896,800989.2092,800807.7651,1.08E-05,0.496433714,6.29E-06,165,0.000298584,TRUE,4
631,YDL148C,695752.2157,711026.2013,702543.496,588558.2463,587922.2777,591143.4167,1.09E-05,0.58830344,1.48E-05,166,0.00029799,TRUE,23
596,YDL107W,480787.5326,493114.0051,472394.5401,759530.9723,781480.3412,751944.4535,1.10E-05,0.518935435,1.23E-05,167,0.000298353,TRUE,5
3417,YMR268C,562852.1667,574811.3346,561045.1423,696657.6181,696299.7748,698886.4297,1.11E-05,0.450910607,7.53E-06,168,0.00029911,TRUE,10
3136,YML042W,302382.315,300900.0896,332016.4424,887713.4842,941429.9777,873695.3193,1.11E-05,0.58681902,1.38E-05,169,0.000298713,TRUE,5
1350,YFL030W,190627.2615,206813.9684,232217.7129,980695.3126,981423.7328,979114.6823,1.12E-05,0.526919235,3.67E-07,170,0.000300247,TRUE,9
1715,YGR140W,550192.8324,542826.4084,548829.4958,706869.035,725550.7624,706068.6129,1.13E-05,0.608768705,1.65E-05,171,0.000300077,TRUE,18
196,YBR044C,453716.0506,472915.1836,479003.3765,766411.2275,789763.4737,771145.2601,1.14E-05,0.534586088,7.92E-06,172,0.000300254,TRUE,15
1230,YER065C,359389.5456,363645.4403,395546.2496,845705.8624,862916.124,846537.9661,1.16E-05,0.560099211,2.96E-06,173,0.000304065,TRUE,20
3742,YNR018W,502201.4746,511399.4547,520226.1544,741042.4629,754343.9815,730007.3837,1.16E-05,0.559539079,1.23E-05,174,0.000303018,TRUE,5
